airport,is_major,region,country,city,airline_code,airline,weekly_flights,season,source,updated_at
関西,1,アジア,マレーシア,クアラルンプール,D7,エアアジアＸ,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,マレーシア,クアラルンプール,MH,マレーシア航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,ソウル,KE,大韓航空,42.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,ソウル,OZ,アシアナ航空,35.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,ソウル,7C,済州航空,35.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,ソウル,LJ,ジンエアー,28.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,ソウル,MM,ピーチアビエーション,28.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,ソウル,RS,エアソウル,21.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,ソウル,BX,エアプサン,21.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,ソウル,TW,ティーウェイ航空,21.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,ソウル,ZE,イースター航空,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,釜山,BX,エアプサン,23.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,釜山,7C,済州航空,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,釜山,LJ,ジンエアー,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,釜山,TW,ティーウェイ航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,済州,TW,ティーウェイ航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,清州,RF,エアロ　Ｋ,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,清州,TW,ティーウェイ航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,韓国,大邱,TW,ティーウェイ航空,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,香港,香港,UO,香港エクスプレス,33.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,香港,香港,CX,キャセイパシフィック航空,28.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,香港,香港,MM,ピーチアビエーション,21.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,香港,香港,HX,香港航空,18.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,香港,香港,HB,グレーターベイ航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,台湾,高雄,BR,エバー航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,台湾,高雄,CI,チャイナ・エアライン,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,台湾,高雄,MM,ピーチアビエーション,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,台湾,高雄,IT,タイガーエア台湾,2.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,台湾,台北,MM,ピーチアビエーション,21.5,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,台湾,台北,BR,エバー航空,21.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,台湾,台北,CI,チャイナ・エアライン,21.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,台湾,台北,JX,スターラックス航空,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,台湾,台北,IT,タイガーエア台湾,12.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,台湾,台北,JL,日本航空,4.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,ハルビン,CZ,中国南方航空,2.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,広州,CZ,中国南方航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,杭州,CA,中国国際航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,杭州,GJ,長竜航空,4.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,杭州,MF,厦門航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,済南,SC,山東航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,重慶,MF,厦門航空,2.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,上海,HO,上海吉祥航空,21.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,上海,MU,中国東方航空,21.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,上海,9C,春秋航空,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,上海,NH,全日本空輸,8.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,上海,MM,ピーチアビエーション,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,上海,CA,中国国際航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,上海,CZ,中国南方航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,上海,JL,日本航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,深セン,ZH,深圳航空,6.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,成都,3U,四川航空,4.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,青島,SC,山東航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,大連,9C,春秋航空,4.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,大連,CZ,中国南方航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,天津,GS,天津航空,4.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,南京,HO,上海吉祥航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,寧波,9C,春秋航空,2.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,福州,MF,厦門航空,2.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,北京,CA,中国国際航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,北京,MU,中国東方航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,北京,CZ,中国南方航空,4.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,北京,HU,海南航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,北京,NH,全日本空輸,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,無錫,ZH,深圳航空,6.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,厦門,MF,厦門航空,5.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,瀋陽,CZ,中国南方航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,アジア,中国,瀋陽,9C,春秋航空,1.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,オセアニア,豪州,ケアンズ,JQ,ジェットスター,5.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,北米,米国,グアム,UA,ユナイテッド航空,10.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,北米,米国,サンフランシスコ,UA,ユナイテッド航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,北米,米国,ホノルル,HA,ハワイアン航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,北米,米国,ホノルル,JL,日本航空,5.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,北米,米国,ロサンゼルス,JL,日本航空,4.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,ヨーロッパ,オランダ,アムステルダム,KL,ＫＬＭオランダ航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,ヨーロッパ,ドイツ,ミュンヘン,LH,ルフトハンザドイツ航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,ヨーロッパ,フィンランド,ヘルシンキ,AY,フィンエアー,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,ヨーロッパ,フランス,パリ,AF,エールフランス航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,中東,ＵＡＥ,アブダビ,EY,エティハド航空,5.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
関西,1,中東,ＵＡＥ,ドバイ,EK,エミレーツ航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
美保,0,アジア,韓国,ソウル,RS,エアソウル,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
岡山,0,アジア,韓国,ソウル,KE,大韓航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
岡山,0,アジア,台湾,台北,IT,タイガーエア台湾,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
岡山,0,アジア,中国,上海,MU,中国東方航空,1.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
広島,0,アジア,韓国,ソウル,7C,済州航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
広島,0,アジア,台湾,台北,CI,チャイナ・エアライン,4.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
広島,0,アジア,中国,上海,MU,中国東方航空,2.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
高松,0,アジア,韓国,ソウル,RS,エアソウル,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
高松,0,アジア,香港,香港,UO,香港エクスプレス,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
高松,0,アジア,台湾,台北,CI,チャイナ・エアライン,4.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
松山,0,アジア,韓国,ソウル,7C,済州航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
松山,0,アジア,台湾,台北,BR,エバー航空,1.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
北九州,0,アジア,韓国,ソウル,LJ,ジンエアー,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,シンガポール,シンガポール,SQ,シンガポール航空,5.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,タイ,バンコク,FD,タイ・エアアジア,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,タイ,バンコク,VZ,タイベトジェットエア,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,タイ,バンコク,TG,タイ国際航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,フィリピン,マニラ,5J,セブパシフィック航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,フィリピン,マニラ,PR,フィリピン航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,ベトナム,ハノイ,VN,ベトナム航空,5.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,ベトナム,ハノイ,VJ,ベトジェットエア,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,ベトナム,ホーチミン,VN,ベトナム航空,2.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,韓国,ソウル,7C,済州航空,28.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,韓国,ソウル,KE,大韓航空,28.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,韓国,ソウル,LJ,ジンエアー,22.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,韓国,ソウル,OZ,アシアナ航空,21.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,韓国,ソウル,TW,ティーウェイ航空,21.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,韓国,ソウル,ZE,イースター航空,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,韓国,ソウル,RS,エアソウル,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,韓国,ソウル,BX,エアプサン,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,韓国,釜山,BX,エアプサン,28.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,韓国,釜山,7C,済州航空,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,韓国,釜山,KE,大韓航空,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,韓国,大邱,TW,ティーウェイ航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,香港,香港,UO,香港エクスプレス,19.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,香港,香港,CX,キャセイパシフィック航空,10.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,香港,香港,HX,香港航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,台湾,高雄,BR,エバー航空,4.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,台湾,高雄,IT,タイガーエア台湾,2.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,台湾,台北,BR,エバー航空,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,台湾,台北,CI,チャイナ・エアライン,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,台湾,台北,JX,スターラックス航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,台湾,台北,IT,タイガーエア台湾,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,中国,上海,MU,中国東方航空,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,アジア,中国,上海,CA,中国国際航空,5.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,北米,米国,グアム,UA,ユナイテッド航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
福岡,1,北米,米国,ホノルル,HA,ハワイアン航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
佐賀,0,アジア,韓国,ソウル,TW,ティーウェイ航空,4.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
佐賀,0,アジア,台湾,台北,IT,タイガーエア台湾,2.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
佐賀,0,アジア,中国,上海,9C,春秋航空,2.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
長崎,0,アジア,中国,上海,MU,中国東方航空,1.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
大分,0,アジア,韓国,ソウル,7C,済州航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
熊本,0,アジア,韓国,ソウル,TW,ティーウェイ航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
熊本,0,アジア,香港,香港,UO,香港エクスプレス,2.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
熊本,0,アジア,台湾,台北,JX,スターラックス航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
熊本,0,アジア,台湾,台北,CI,チャイナ・エアライン,2.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
宮崎,0,アジア,韓国,ソウル,OZ,アシアナ航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
鹿児島,0,アジア,韓国,ソウル,KE,大韓航空,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
鹿児島,0,アジア,香港,香港,UO,香港エクスプレス,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,韓国,ソウル,OZ,アシアナ航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,韓国,ソウル,LJ,ジンエアー,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,韓国,ソウル,7C,済州航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,韓国,ソウル,TW,ティーウェイ航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,韓国,ソウル,KE,大韓航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,韓国,釜山,LJ,ジンエアー,3.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,香港,香港,HX,香港航空,13.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,香港,香港,UO,香港エクスプレス,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,台湾,台北,MM,ピーチアビエーション,21.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,台湾,台北,BR,エバー航空,14.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,台湾,台北,JX,スターラックス航空,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,台湾,台北,IT,タイガーエア台湾,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,台湾,台北,CI,チャイナ・エアライン,7.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
那覇,0,アジア,中国,上海,MU,中国東方航空,5.0,2023冬ダイヤ,国土交通省 航空局 国際線就航状況 直行便データ,2026-06-28
